,009,025,028,036,038,039,040,041,044,047,048,053,056,060,063,065,071,072,081,093,095,096,099,113,119,120
0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,-0.13997394704597363,-0.11856359471081025,-0.12217051122862119,-0.0678702257804975,-0.09558950704565033,-0.12598898949235968,-0.13018643838793847,-0.05449491600779691,-0.11643455599524294,-0.09630448872514005,-0.09882937238845822,1.0493380998611983,-0.06164444560437901,-0.1412150943253923,-0.14078877174397061,-0.13747206234357665,-0.13276123044624802,-0.1400051382984291,-0.13609173781176115,-0.13725868446229889,-0.14138420178343647,-0.1395595181669356,-0.049020868881151536,-0.122869137063336,-0.13667738793918047,-0.14051014031624826
2,-0.2949984530799901,-0.25074468703693265,-0.25807869395821087,-0.1483926277182405,-0.20499262338237295,-0.26730477696842186,-0.27482722489920447,-0.13696671031638374,-0.24668657512265876,-0.20586663569545988,-0.21244433407611302,1.4962285729752933,-0.13483569710719315,-0.29667421895456175,-0.29706273899782226,-0.28954365881062377,-0.2805793556345658,-0.2957689767409215,-0.2863321799399804,-0.2892532008618749,-0.29731024634410547,-0.29302934115506474,-0.11046464006015361,-0.2602071761776618,-0.28835349916293207,-0.2960350967576757
3,-0.44751928856812145,-0.37646052985859163,-0.3881088842107846,-0.21995360460175092,-0.3064327954552783,-0.40460444821958724,-0.41557333107414446,-0.1920295053913128,-0.3711233822846802,-0.30858626659661886,-0.3191179269820589,1.9015423174674375,-0.198474630132923,-0.45071418478885256,-0.451947449017162,-0.43907444112028526,-0.4248531363734818,-0.4503388308365608,-0.434040683661423,-0.43912618871206116,-0.45158799483821777,-0.443349834652136,-0.1647542208032966,-0.39191829081157187,-0.4363914710516418,-0.4494367409966729
4,-0.5962817637147364,-0.49716885954902496,-0.5127413949678927,-0.28480087645098834,-0.4000512018627269,-0.5352121227099951,-0.551584905771146,-0.24537608712818462,-0.49102367800839947,-0.40406462997435555,-0.41798007256160985,2.2802336003563566,-0.2586259239429794,-0.6016151854312111,-0.6048722801273871,-0.5847121476965734,-0.564283258658884,-0.6019522737661924,-0.5787407273503504,-0.5856994285237688,-0.6026971327845455,-0.5908297909510107,-0.2134554039204358,-0.5179450151506005,-0.5801321674069753,-0.60020350200874
5,-0.7413716419300891,-0.6132126490809855,-0.6329120993952215,-0.3433030539182074,-0.48645550477319355,-0.6614561870849917,-0.6844670989926006,-0.296964226708657,-0.6062426291702441,-0.493302372427016,-0.5096717427037792,2.637198108228095,-0.31505065593327763,-0.7494438233824166,-0.7546866192118828,-0.726431174522804,-0.6997012670808703,-0.7500286017003891,-0.7186442277959652,-0.7288758375488421,-0.751165806417941,-0.7339686550113242,-0.2583150594042564,-0.6391356263450981,-0.718906361201135,-0.7477435463431193
6,-0.8816471512436919,-0.7238281735250831,-0.747884658943176,-0.3954359724861896,-0.5663817786803238,-0.7808416221165596,-0.8125305119160855,-0.3452178492568225,-0.7158373720043586,-0.5770844670311159,-0.5946593833857958,2.972955554586422,-0.3677756162969474,-0.8929389717078139,-0.9009513207985577,-0.863883975605193,-0.8287172202055733,-0.894203678938092,-0.8541989386204983,-0.8677955747758131,-0.89629882313849,-0.871767290475747,-0.2962658726445222,-0.7552844258559449,-0.8528142105878818,-0.8917631698315919
7,-1.0170639713588996,-0.8302035121337804,-0.858272693736585,-0.4423828271814245,-0.6413459804952509,-0.8950992724285464,-0.9366186096910191,-0.3894405800475352,-0.8206147242717238,-0.6560224765149406,-0.6746325637009212,3.2876006445623265,-0.4168755141015782,-1.031517365268024,-1.0427521747906705,-0.9975603357610227,-0.9522306367072789,-1.034429800546647,-0.9847359018171836,-1.0030331760241462,-1.0376980072209736,-1.0054536693769363,-0.32886258713397776,-0.8674162400429114,-0.9815081629346735,-1.0326299015843576
8,-1.147827193120429,-0.9328055122577209,-0.9645252596459951,-0.48552597307975653,-0.7120183487975257,-1.003672426643317,-1.0579166134033586,-0.4299936286880835,-0.9212802694729061,-0.73017406053686,-0.7502483745455621,3.580387540465283,-0.46442852313062616,-1.1663690558607729,-1.1805075173191961,-1.1269380878386153,-1.070911128736069,-1.1703983855135447,-1.1105697001417258,-1.1345816413612284,-1.175118000492815,-1.133726983408559,-0.3577809901412519,-0.9747458197748555,-1.1056353460043182,-1.1699850901452822
